"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000006451","chrchr7",39623445,39708124,"ENSG00000006451",72.631625077939,0.510000273226282,0.308663956514689,1.65228321111737,0.0984768301785274,0.195948956267052,"RALA"
"ENSG00000006453","chrchr7",98291648,98401115,"ENSG00000006453",532.01758577927,0.0779120138255602,0.177738659629986,0.438351532456453,0.6611314750809,0.779528990663143,"BAIAP2L1"
"ENSG00000006459","chrchr7",140084746,140177055,"ENSG00000006459",224.967759226509,-0.333510334555877,0.219659537097096,-1.51830573333338,0.128937343017776,0.241219137564996,"KDM7A"
"ENSG00000006468","chrchr7",13891229,13991425,"ENSG00000006468",340.720502656112,0.101300874236885,0.169148728326107,0.598886407479123,0.549248636189775,0.691652699645655,"ETV1"
"ENSG00000006530","chrchr7",141551278,141655244,"ENSG00000006530",9.00795291198403,-0.0394143732729811,0.895398901148572,-0.0440187867356352,0.964889428731737,0.980426531349782,"AGK"
"ENSG00000006534","chrchr11",68008563,68029282,"ENSG00000006534",13.1020895480533,1.325826863155,0.747738384218371,1.77311596025783,0.0762094938376148,0.160194133222791,"ALDH3B1"
"ENSG00000006576","chrchr7",77798761,77957503,"ENSG00000006576",890.789316312161,-0.246730220795531,0.118856920019299,-2.07585911493811,0.0379069830382341,0.0938981016499721,"PHTF2"
"ENSG00000006606","chrchr7",75769533,75789896,"ENSG00000006606",34.0934230947674,0.794056004339254,0.585783000553853,1.35554634325079,0.175243553876697,0.306114381159081,"CCL26"
"ENSG00000006607","chrchr2",241356264,241494847,"ENSG00000006607",9.60876762436516,0.464645475932998,0.85627016354847,0.542638872301074,0.587378469222839,0.723556177340744,"FARP2"
"ENSG00000006625","chrchr7",30496620,30504850,"ENSG00000006625",1386.23603110237,0.539589988426865,0.12419503558315,4.34469852915823,1.39467063028878e-05,0.000101830061088208,"GGCT"
"ENSG00000006634","chrchr7",87876216,87909553,"ENSG00000006634",783.459002400166,-0.621786933143217,0.142211072546612,-4.37228214377905,1.22954485292046e-05,9.11856645611129e-05,"DBF4"
"ENSG00000006638","chrchr19",3594506,3606895,"ENSG00000006638",56.7821149081861,1.32652507691848,0.439753324455057,3.01652086101295,0.00255693623255841,0.0100756931131255,"TBXA2R"
"ENSG00000006652","chrchr7",112422887,112481017,"ENSG00000006652",124.662238045612,-0.803209558195816,0.276890054940958,-2.90082487204926,0.0037218181828277,0.0138806720727973,"IFRD1"
"ENSG00000006695","chrchr17",14069490,14231736,"ENSG00000006695",1607.68800049043,-0.535646156155675,0.112755147082204,-4.75052509811516,2.02889109749832e-06,1.81241607803111e-05,"COX10"
"ENSG00000006704","chrchr7",74452463,74602619,"ENSG00000006704",402.558759443314,0.192614235366375,0.21182003956,0.909329616624,0.363176161778408,0.519880575584061,"GTF2IRD1"
"ENSG00000006712","chrchr19",39385629,39391154,"ENSG00000006712",2267.78896676804,-0.692462057386078,0.10307345429313,-6.7181415635571,1.84056839342388e-11,3.93092821166957e-10,"PAF1"
"ENSG00000006715","chrchr7",38722974,38932394,"ENSG00000006715",530.156987366065,0.456445555125579,0.161609614604247,2.8243712865929,0.0047373471567718,0.0170308324911629,"VPS41"
"ENSG00000006740","chrchr17",12789498,12991643,"ENSG00000006740",249.557337988022,-0.0757146527907996,0.168818942600848,-0.448496191389006,0.653795134240605,0.773412578467198,"ARHGAP44"
"ENSG00000006744","chrchr17",12991268,13018065,"ENSG00000006744",2211.35337389312,-0.281292337899981,0.141001622248698,-1.99495816724604,0.0460474425777208,0.10859861457489,"ELAC2"
"ENSG00000006747","chrchr7",12570577,12660182,"ENSG00000006747",2.01107522868583,2.34719496337573,1.9723698547405,1.1900379422928,0.234031479506266,NA,"SCIN"
"ENSG00000006756","chrchrX",2903972,2929405,"ENSG00000006756",12.2108303000563,0.558741245568583,0.681793720099203,0.819516562116888,0.412491756541129,0.569131845068959,"ARSD"
"ENSG00000006757","chrchrX",7898247,7927739,"ENSG00000006757",36.5589631930784,3.38063033348449,0.5534338782541,6.1084629371611,1.00595213091867e-09,1.62262725959631e-08,"PNPLA4"
"ENSG00000006831","chrchr12",1688574,1788680,"ENSG00000006831",758.70684420669,0.368264335196511,0.129900311718889,2.83497653179967,0.00458290521312318,0.0165354708810658,"ADIPOR2"
"ENSG00000007038","chrchr16",2817180,2826304,"ENSG00000007038",230.622957986776,-2.01540220704042,0.194811533599481,-10.3453946991863,4.39103145821786e-25,3.49543211988914e-23,"PRSS21"
"ENSG00000007047","chrchr19",45079288,45305284,"ENSG00000007047",412.51144192909,0.310726831794533,0.16588761880206,1.87311647510776,0.0610523027991718,0.134490598385453,"MARK4"
"ENSG00000007080","chrchr19",17932588,17944914,"ENSG00000007080",3324.28516810484,0.376215231480636,0.455506090864882,0.825927993117075,0.408844939980553,0.565691887045328,"CCDC124"
"ENSG00000007168","chrchr17",2593183,2685616,"ENSG00000007168",1290.99994778029,-0.229824202396232,0.119926868796872,-1.91636957340645,0.0553180708496868,0.124819479209702,"PAFAH1B1"
"ENSG00000007202","chrchr17",28614440,28645454,"ENSG00000007202",1299.04807094489,0.152965903463547,0.108002601764875,1.41631683833467,0.156682760001746,0.281349634519028,"KIAA0100"
"ENSG00000007255","chrchr19",45162928,45178265,"ENSG00000007255",13.0356480731874,-0.0783844778011168,0.689986587271846,-0.113602900762235,0.909552587764975,0.947266754520761,"TRAPPC6A"
"ENSG00000007264","chrchr19",3777969,3802129,"ENSG00000007264",2.09340816481142,-0.648481090544397,2.05462588088622,-0.315620034078752,0.752290929424138,NA,"MATK"
"ENSG00000007341","chrchr1",112523487,112620825,"ENSG00000007341",7.58672803753876,1.40502309936444,0.907231149170731,1.54869362747159,0.121455386505635,0.230340591456153,"ST7L"
"ENSG00000007376","chrchr16",784974,788406,"ENSG00000007376",57.5927155690807,0.786211009898078,0.449079337392188,1.75071739987776,0.0799946007362636,0.166123808154071,"RPUSD1"
"ENSG00000007384","chrchr16",58058,78176,"ENSG00000007384",89.5977659108748,0.306975060673787,0.291971750850719,1.0513861693104,0.29308126538998,0.446876023932308,"RHBDF1"
"ENSG00000007392","chrchr16",188961,229463,"ENSG00000007392",1228.06093502411,-0.710073555023516,0.0980122842592167,-7.2447403954545,4.3326828623371e-13,1.11117906295796e-11,"LUC7L"
"ENSG00000007402","chrchr3",50362613,50504244,"ENSG00000007402",2.48543580982543,-5.08455383336028,2.77815992750763,-1.83018759395964,0.0672218922554288,NA,"CACNA2D2"
"ENSG00000007520","chrchr16",1349237,1351878,"ENSG00000007520",1145.18430839588,0.108620634299793,0.24839140728074,0.437296263541947,0.661896504764922,0.779835584037788,"TSR3"
"ENSG00000007541","chrchr16",566995,584120,"ENSG00000007541",379.763742316258,0.0128109256160258,0.171474351997182,0.0747104477539375,0.940445094802277,0.965085921411445,"PIGQ"
"ENSG00000007866","chrchr6",35473597,35497079,"ENSG00000007866",949.212503349304,0.483724375680227,0.0924158486894143,5.23421450476421,1.65687948673324e-07,1.82659043416032e-06,"TEAD3"
"ENSG00000007923","chrchr1",6634168,6701924,"ENSG00000007923",2713.16472676962,0.239296188978883,0.119109813148342,2.00903840459272,0.0445330610337348,0.105882621259223,"DNAJC11"
"ENSG00000007944","chrchr6",16129086,16151367,"ENSG00000007944",49.4575885996772,-0.750441758226115,0.394297012322003,-1.90323977807183,0.0570092648927602,0.127627095237407,"MYLIP"
"ENSG00000007968","chrchr1",23506438,23531233,"ENSG00000007968",254.308910608077,0.138730816445641,0.20573742832105,0.674310054217037,0.500114213265438,0.650557877470825,"E2F2"
"ENSG00000008018","chrchr6",170535116,170553327,"ENSG00000008018",2907.40409399346,-0.403279799605246,0.0873874222460349,-4.61484947421646,3.93380320342968e-06,3.29562263116105e-05,"PSMB1"
"ENSG00000008083","chrchr6",15244937,15522042,"ENSG00000008083",243.004055568176,-0.619701144902983,0.194055691144825,-3.19341907081971,0.00140598741363975,0.00608830791374417,"JARID2"
"ENSG00000008130","chrchr1",1751232,1780544,"ENSG00000008130",5.84708310257368,4.59683309570705,1.54619243037424,2.97300194038232,0.00294902587041846,0.0114116502984406,"NADK"
"ENSG00000008196","chrchr6",50818723,50847619,"ENSG00000008196",27.1511637262286,5.05223280484006,0.855757006145536,5.9038170515204,3.55186032413165e-09,5.1984987374196e-08,"TFAP2B"
"ENSG00000008256","chrchr7",6161776,6272650,"ENSG00000008256",415.070644198102,0.775785003108097,0.150015251287767,5.1713742199448,2.32378665755401e-07,2.51210763976672e-06,"CYTH3"
"ENSG00000008277","chrchr7",87934136,88202889,"ENSG00000008277",40.1011758192682,0.0155890734822668,0.423260140827524,0.0368309509413958,0.970619795501642,0.982886839009965,"ADAM22"
"ENSG00000008282","chrchr7",106090500,106112589,"ENSG00000008282",1404.17201323245,0.0906289044664544,0.103494847150224,0.875685185900174,0.381201200972693,0.538318802295155,"SYPL1"
"ENSG00000008283","chrchr17",63432298,63447108,"ENSG00000008283",274.897247799841,0.295156655845173,0.27392541527418,1.0775073775091,0.281253656658727,0.432771253543283,"CYB561"
